Nom,Ville,Departement,latitude,Adresse,longitude,Catégorie,Intérêt,N_Département
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.376182114,1 rue de Beauvais,-1.39966233,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.41611851,1 rue de Beauvais,-1.303124067,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.439031921,1 rue de Beauvais,-1.244531582,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.41611851,1 rue de Beauvais,-1.303124067,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.405621178,1 rue de Beauvais,-1.270412145,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.41611851,1 rue de Beauvais,-1.303124067,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.41611851,1 rue de Beauvais,-1.303124067,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.371797515,1 rue de Beauvais,-1.259556703,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.376182114,1 rue de Beauvais,-1.39966233,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.395261718,1 rue de Beauvais,-1.203347013,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.41611851,1 rue de Beauvais,-1.303124067,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.41611851,1 rue de Beauvais,-1.303124067,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.313564243,1 rue de Beauvais,-1.203460786,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.313564243,1 rue de Beauvais,-1.203460786,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.416638017,1 rue de Beauvais,-1.227927509,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.390621943,1 rue de Beauvais,-1.255264613,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Ferme-musée du Cotentin,Sainte-Mère-Eglise,Manche,49.313564243,1 rue de Beauvais,-1.203460786,Musée,"L’histoire de la ferme de Beauvais remonte au début du XVIIe siècle. Plusieurs grandes familles locales en ont été propriétaires. Peu y ont habité en permanence, laissant le soin à leurs fermiers de tenir l’exploitation agricole. Au cours du XIXe siècle, dans les fermes du Plain (région de Sainte-Mère-Église) comme celle-ci, la plupart des « clos à labours », réservés aux céréales, sont convertis en pâturages pour les besoins de l’élevage laitier. Les vaches produisent un lait riche en crème qui sert à fabriquer ce beurre normand si réputé. La ferme de Beauvais est habitée jusqu’en 1975. Un an après, le conseil général de la Manche achète les lieux pour y établir un musée de la ferme qui ouvre en 1979.",50
Musée daubigny,Auvers-sur-Oise,Val-d'Oise,49.080695614,Manoir des Colombières,2.154663979,Musée,"1626 : le Manoir, nouvellement construit, appartient à l’abbaye de Saint Vincent de Senlis. 1636 : Henri de Boessot, seigneur de Puyrenault écuyer et commissaire es guerres, achète le domaine. La propriété comprend un pavillon (5 salles, chambres, greniers, écuries, caves voutées, colombier), vue maison des vignerons, granges etc, pépinières, grand verger, potager etc, l’entrée est la porte crénelée située sur la grande rue d’Auvers (actuelle rue Daubigny). Les terres allaient jusqu’à l’Oise, au niveau du Port Saint Vincent. Elles étaient limitées à l’ouest par la ravine des Ponceaux. 1684 : Louis de Boessot, son fils, vend le Manoir à Pierre Coquart, chef de gobelet de la reine (Marie-Thérèse d’Autriche). 1731 : mort de Pierre Coquart. 1738 : acquisition de la propriété par Sylvain Ballot, huissier à cheval au Châtelet. 1768 : un plan de la propriété, au nom de Monsieur Le Dru, nous est parvenu, et pourtant, en 1790 la veuve de Sylvain Ballot vend le domaine à Jacques Antoine de Junquières, juge de paix du canton, président du Tribunal de Pontoise et enfin membre du Corps législatif en l’an XII. 1809 : vente de la propriété à Charles Plessier. La fille de celui-ci hérite et épouse Pierre Depoin, avocat à Pontoise. Pierre Depoin baptisa la propriété Les Colombières, peut-être en souvenir de l’ancien fief du Poy ou des Colombiers du XIIIe siècle. 1900 : la propriété appartient à Joseph Depoin. 1930 : la commune achète le domaine et construit une école sur les terres, l’école Vavasseur, qui est inaugurée en 1934. 1986 : l’office du tourisme d’Auvers est installé aux Colombières, ainsi qu’un musée destiné à présenter des œuvres du peintre Daubigny. 2012 : Le musée Daubigny devient municipal. 2015 : La ville d’Auvers-sur-Oise décide d’agrandir le musée Daubigny. Le déménagement de l’Office du Tourisme dans le Parc Van Gogh permet d’agrandir le musée. La collection permanente du musée consacrée à Charles François Daubigny est désormais présentée au rez-de-chaussée du manoir des Colombières. L’étage  est quant à lui exclusivement dédié aux expositions temporaires.",95
Musée daubigny,Auvers-sur-Oise,Val-d'Oise,49.083796434,Manoir des Colombières,2.191573741,Musée,"1626 : le Manoir, nouvellement construit, appartient à l’abbaye de Saint Vincent de Senlis. 1636 : Henri de Boessot, seigneur de Puyrenault écuyer et commissaire es guerres, achète le domaine. La propriété comprend un pavillon (5 salles, chambres, greniers, écuries, caves voutées, colombier), vue maison des vignerons, granges etc, pépinières, grand verger, potager etc, l’entrée est la porte crénelée située sur la grande rue d’Auvers (actuelle rue Daubigny). Les terres allaient jusqu’à l’Oise, au niveau du Port Saint Vincent. Elles étaient limitées à l’ouest par la ravine des Ponceaux. 1684 : Louis de Boessot, son fils, vend le Manoir à Pierre Coquart, chef de gobelet de la reine (Marie-Thérèse d’Autriche). 1731 : mort de Pierre Coquart. 1738 : acquisition de la propriété par Sylvain Ballot, huissier à cheval au Châtelet. 1768 : un plan de la propriété, au nom de Monsieur Le Dru, nous est parvenu, et pourtant, en 1790 la veuve de Sylvain Ballot vend le domaine à Jacques Antoine de Junquières, juge de paix du canton, président du Tribunal de Pontoise et enfin membre du Corps législatif en l’an XII. 1809 : vente de la propriété à Charles Plessier. La fille de celui-ci hérite et épouse Pierre Depoin, avocat à Pontoise. Pierre Depoin baptisa la propriété Les Colombières, peut-être en souvenir de l’ancien fief du Poy ou des Colombiers du XIIIe siècle. 1900 : la propriété appartient à Joseph Depoin. 1930 : la commune achète le domaine et construit une école sur les terres, l’école Vavasseur, qui est inaugurée en 1934. 1986 : l’office du tourisme d’Auvers est installé aux Colombières, ainsi qu’un musée destiné à présenter des œuvres du peintre Daubigny. 2012 : Le musée Daubigny devient municipal. 2015 : La ville d’Auvers-sur-Oise décide d’agrandir le musée Daubigny. Le déménagement de l’Office du Tourisme dans le Parc Van Gogh permet d’agrandir le musée. La collection permanente du musée consacrée à Charles François Daubigny est désormais présentée au rez-de-chaussée du manoir des Colombières. L’étage  est quant à lui exclusivement dédié aux expositions temporaires.",95
Musée d’histoire et de société,Gonesse,Val-d'Oise,49.000472274,Hôtel de ville,2.486593137,Musée,"En novembre 2020, la Région Île-de-France a décerné à la Ville de Gonesse le label « Patrimoine d’intérêt régional » pour le bâtiment Pierre de Theilley de l’hôpital-hospice de 1841.",95
Musée d’histoire et de société,Gonesse,Val-d'Oise,48.986294753,Hôtel de ville,2.457534399,Musée,"En novembre 2020, la Région Île-de-France a décerné à la Ville de Gonesse le label « Patrimoine d’intérêt régional » pour le bâtiment Pierre de Theilley de l’hôpital-hospice de 1841.",95
Musée d’histoire et de société,Gonesse,Val-d'Oise,49.004213797,Hôtel de ville,2.469845422,Musée,"En novembre 2020, la Région Île-de-France a décerné à la Ville de Gonesse le label « Patrimoine d’intérêt régional » pour le bâtiment Pierre de Theilley de l’hôpital-hospice de 1841.",95
Musée d’histoire et de société,Gonesse,Val-d'Oise,48.965639801,Hôtel de ville,2.435069341,Musée,"En novembre 2020, la Région Île-de-France a décerné à la Ville de Gonesse le label « Patrimoine d’intérêt régional » pour le bâtiment Pierre de Theilley de l’hôpital-hospice de 1841.",95
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.816168013,3 place du château,7.355475503,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.785650363,3 place du château,7.436681929,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.850077493,3 place du château,7.471214348,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.847923166,3 place du château,7.540499921,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.847923166,3 place du château,7.540499921,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.851275018,3 place du château,7.447366605,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.817411417,3 place du château,7.465396529,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.847923166,3 place du château,7.540499921,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.846098137,3 place du château,7.497352207,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.82415192,3 place du château,7.408914726,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.80639833,3 place du château,7.508782727,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.817411417,3 place du château,7.465396529,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.817411417,3 place du château,7.465396529,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.787956408,3 place du château,7.37819387,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.817411417,3 place du château,7.465396529,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.804424692,3 place du château,7.534287216,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée du pays de hanau - histoire et vies d’un territoire,Bouxwiller,Bas-Rhin,48.820218187,3 place du château,7.526760255,Musée,Ancienne Halle aux grains datant du XVIe siècle qui est adossée à une chapelle castrale du XIVe siècle.,67
Musée oberlin,Waldersbach,Bas-Rhin,48.467062027,25 montée Oberlin,7.243220168,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.420211683,25 montée Oberlin,7.189784932,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.492168384,25 montée Oberlin,7.198530065,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.435437362,25 montée Oberlin,7.22362109,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.395149192,25 montée Oberlin,7.234347153,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.460202504,25 montée Oberlin,7.172682546,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.538246718,25 montée Oberlin,7.24119703,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.460202504,25 montée Oberlin,7.172682546,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.431116036,25 montée Oberlin,7.263802885,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.485205055,25 montée Oberlin,7.269474938,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.498479506,25 montée Oberlin,7.128784015,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.417983768,25 montée Oberlin,7.218251625,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.512560229,25 montée Oberlin,7.311892431,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.447665737,25 montée Oberlin,7.250578628,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.485205055,25 montée Oberlin,7.269474938,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.492168384,25 montée Oberlin,7.198530065,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.512387442,25 montée Oberlin,7.217034068,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.512387442,25 montée Oberlin,7.217034068,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.407107549,25 montée Oberlin,7.195244336,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.431116036,25 montée Oberlin,7.263802885,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.410508932,25 montée Oberlin,7.253439813,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.460202504,25 montée Oberlin,7.172682546,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.485205055,25 montée Oberlin,7.269474938,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.431104725,25 montée Oberlin,7.200164302,Musée,0,67
Musée oberlin,Waldersbach,Bas-Rhin,48.512387442,25 montée Oberlin,7.217034068,Musée,0,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.899321979,2 rue du moulin,7.791708151,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.898840669,2 rue du moulin,7.762789214,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.959325828,2 rue du moulin,7.774066216,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.885360637,2 rue du moulin,7.784512863,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.941553499,2 rue du moulin,7.744634425,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.888517363,2 rue du moulin,7.739249971,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.927291528,2 rue du moulin,7.769027995,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.875638605,2 rue du moulin,7.738204149,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.93890026,2 rue du moulin,7.718849501,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.959325828,2 rue du moulin,7.774066216,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.930621551,2 rue du moulin,7.794134486,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.910087176,2 rue du moulin,7.734267704,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.914525872,2 rue du moulin,7.779329242,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée de la bataille du 6 août 1870,Woerth,Bas-Rhin,48.974489443,2 rue du moulin,7.730381944,Musée,Château-Mairie de Woerth qui date de l'époque médiévale.,67
Musée bartholdi,Colmar,Haut-Rhin,48.109938104,30 rue des marchands,7.38487511,Musée,0,68
Musée d'unterlinden,Colmar,Haut-Rhin,48.109938104,place Unterlinden,7.38487511,Musée,Couvent du XIIIe siècle relié à un ancien bâtiment des bains municipaux inauguré en 1906 par une extension terminée en 2015 par les architectes bâlois Herzog et de Meuron.,68
Muséum d'histoire naturelle et d’ethnographie,Colmar,Haut-Rhin,48.109938104,11 rue Turenne,7.38487511,Musée,"Blason Rathaus, datant de l'époque où le bâtiment abritait la mairie de Colmar.",68
Musée du dolder,Riquewihr,Haut-Rhin,48.178797861,57 rue du général de Gaulle,7.273178866,Musée,"Tour emblématique de la cité, construite en 1291, et qui servait jadis à la fois de porte défensive, de tour de guet et de beffroi.",68
Musée du dolder,Riquewihr,Haut-Rhin,48.175317508,57 rue du général de Gaulle,7.360405099,Musée,"Tour emblématique de la cité, construite en 1291, et qui servait jadis à la fois de porte défensive, de tour de guet et de beffroi.",68
Musée du tabac,Bergerac,Dordogne,44.89183531,place du feu,0.5219871660000001,Musée,"Musée installé dans la Maison Peyrarède, dite château Henri IV. L’architecture de cet hôtel particulier, bâti au XVIIe siècle au coeur du centre historique de Bergerac pour une riche famille de la bourgeoisie, témoigne du passage de la Renaissance au Classicisme.",24
Musée du tabac,Bergerac,Dordogne,44.823717585,place du feu,0.446098186,Musée,"Musée installé dans la Maison Peyrarède, dite château Henri IV. L’architecture de cet hôtel particulier, bâti au XVIIe siècle au coeur du centre historique de Bergerac pour une riche famille de la bourgeoisie, témoigne du passage de la Renaissance au Classicisme.",24
